SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
431178188,13268-3RE8F50QO08T,1022869107,PIERCE,B,NATHANIEL,female,1933-06-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8VT7V29JE75,,01/01/2026,12/31/2099,4382 CEDAR RD,,HAROLDSTAD,NY,14470,,N,7519739778,667564993
431178188,13268-3RE8F50QO08T,1022869107,PIERCE,G,JASON,female,1933-06-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8VT7V29JE75,,05/01/2024,12/31/2024,4145 SUNSET LN,,NICOLESHIRE,NY,14491,,N,7519739778,667564993
132629422,11187-4TR6B74CZ66T,1022869078,TOLBERT,R,ELIZABETH,female,1958-03-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2XH8C34XT68,,01/01/2025,07/31/2025,9626 ELM ST,,SOUTH RACHELSTAD,NY,14241,,N,1651247963,384802848
132629422,11187-4TR6B74CZ66T,1022869078,TOLBERT,P,EDWARD,female,1958-07-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2XH8C34XT68,,05/01/2024,12/31/2024,3154 SUNSET PL,,ANGELAHAVEN,NY,14279,,N,1651247963,384802848
826684585,25960-6P62M50JX10T,1022869121,JOHNSON,W,MICHELLE,male,1955-05-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5T26H95QG46,,01/01/2025,12/31/2025,8367 HILL DR,,SOUTH ELIJAH,NY,11264,,N,6583947195,824292717
826684585,25960-6P62M50JX10T,1022869121,JOHNSON,C,AMANDA,male,1955-11-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5T26H95QG46,,01/01/2026,12/31/2099,1044 PARK ST,,LAKE BRIANLAND,NY,11271,,N,6583947195,824292717
826684585,25960-6P62M50JX10T,1022869121,JOHNSON,D,TAMMY,male,1955-07-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5T26H95QG46,,05/01/2024,10/31/2024,6350 CEDAR WAY,,FLORESFURT,NY,11222,,N,6583947195,824292717
826684585,25960-6P62M50JX10T,1022869121,JOHNSON,W,MICHAEL,male,1955-10-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5T26H95QG46,,11/01/2024,12/31/2024,6707 TREMONT WAY,,NEW KRISTENBERG,NY,11225,,N,6583947195,824292717
494873180,92166-0J87U03TM40T,1022869146,PHAM,R,ANDRES,female,1959-02-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5N20P36MH37,,01/01/2025,12/31/2025,3330 CHURCH BLVD,,FRANKMOUTH,NY,14295,,N,8606225354,384802848
494873180,92166-0J87U03TM40T,1022869146,PHAM,E,KIMBERLY,female,1959-11-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5N20P36MH37,,01/01/2026,12/31/2099,6352 ELM AVE,,NORTH MACKENZIETON,NY,14271,,N,8606225354,384802848
494873180,92166-0J87U03TM40T,1022869146,PHAM,H,KARA,female,1959-09-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5N20P36MH37,,05/01/2024,07/31/2024,7586 FLATBUSH BLVD,,WEST CARLOSMOUTH,NY,14280,,N,8606225354,384802848
494873180,92166-0J87U03TM40T,1022869146,PHAM,G,KRISTI,female,1959-08-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5N20P36MH37,,08/01/2024,12/31/2024,2270 MAPLE CT,,SOUTH DEREKMOUTH,NY,14239,,N,8606225354,384802848
839816618,88709-8DG9L90DE81T,1022868992,RAI,G,MARY,male,1954-11-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HC4Q83VX88,,01/01/2025,01/31/2025,9059 AMSTERDAM WAY,,NORTH BRANDON,NY,14133,,N,5493554934,384802848
839816618,88709-8DG9L90DE81T,1022868992,RAI,M,TODD,male,1954-11-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HC4Q83VX88,,01/01/2026,12/31/2099,3997 ELM AVE,,NATHANTOWN,NY,14106,,N,2013092847,384802848
839816618,88709-8DG9L90DE81T,1022868992,RAI,D,CARLA,male,1954-12-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HC4Q83VX88,,02/01/2025,05/31/2025,3829 AMSTERDAM ST,,CONNERMOUTH,NY,14131,,N,2013092847,384802848
839816618,88709-8DG9L90DE81T,1022868992,RAI,B,MARISSA,male,1954-09-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HC4Q83VX88,,05/01/2024,12/31/2024,1074 FLATBUSH AVE,,DOUGLASSTAD,NY,14139,,N,5493554934,384802848
839816618,88709-8DG9L90DE81T,1022868992,RAI,J,MICHAEL,male,1954-09-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HC4Q83VX88,,06/01/2025,12/31/2025,2250 HILL ST,,RUSSELLSTAD,NY,14105,,N,2013092847,384802848
140426013,84122-9M84Z09AH75T,1024802684,HUNEVEN,A,WALTER,female,1959-05-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5Q64T30RA84,2024-11-05 00:00:00.000,05/01/2024,11/30/2024,3077 PINE BLVD,STE 6B,ERIKAHAVEN,NY,14065,,N,2529610084,684633220
815445806,57456-5R84N36MP31T,1022869017,TAMANG,P,DESIREE,male,1948-11-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9V76N80EU41,,01/01/2025,12/31/2025,580 FOREST DR,,GRAYHAVEN,NY,14257,,N,1879857927,384802848
815445806,57456-5R84N36MP31T,1022869017,TAMANG,D,RICHARD,male,1948-11-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9V76N80EU41,,01/01/2026,12/31/2099,8819 PELHAM CT,,KEVINLAND,NY,14249,,N,1879857927,384802848
815445806,57456-5R84N36MP31T,1022869017,TAMANG,J,ERIC,male,1948-11-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9V76N80EU41,,05/01/2024,12/31/2024,3582 LAKE BLVD,,MONICATON,NY,14287,,N,1879857927,384802848
866027792,33593-3UW9HM9TZ09T,1018516674,NUNEZ,R,RACHAEL,female,1960-03-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YY1AQ9MT01,,01/01/2025,03/31/2025,876 PARK WAY,,LAKE HAROLDTOWN,NY,10061,,N,2864044646,299314805
866027792,33593-3UW9HM9TZ09T,1018516674,NUNEZ,G,ALYSSA,female,1960-09-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YY1AQ9MT01,,05/01/2024,11/30/2024,4879 AMSTERDAM CT,,LAKE HEATHER,NY,10043,,N,2864044646,299314805
866027792,33593-3UW9HM9TZ09T,1018516674,NUNEZ,C,REGINA,female,1960-12-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YY1AQ9MT01,,05/01/2025,12/31/2025,5831 RIDGE BLVD,,NEW MEGAN,NY,10032,,N,2864044646,299314805
866027792,33593-3UW9HM9TZ09T,1018516674,NUNEZ,L,COURTNEY,female,1960-07-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YY1AQ9MT01,,12/01/2024,12/31/2024,3227 MADISON AVE,,SOUTH VALERIE,NY,10010,,N,2864044646,299314805
828225654,95543-2N44ZL3PQ79T,1022869086,LITTLETON,H,DAVID,male,1946-08-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1R54TP0YK62,,01/01/2025,12/31/2025,6954 TREMONT AVE,,SANDERSFURT,NY,14290,,N,2305922034,384802848
828225654,95543-2N44ZL3PQ79T,1022869086,LITTLETON,D,JAMES,male,1946-02-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1R54TP0YK62,,01/01/2026,12/31/2099,151 BROADWAY CT,,NORTH LAURENBERG,NY,14250,,N,2305922034,384802848
828225654,95543-2N44ZL3PQ79T,1022869086,LITTLETON,C,GARY,male,1946-01-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1R54TP0YK62,,05/01/2024,12/31/2024,6871 JEROME PL,,WEST SHARIBURGH,NY,14231,,N,2305922034,384802848
708464740,57934-0LS4VG8VF01T,1022869124,RUMALDO DE BAERGA,,JASON,female,1958-06-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4PN6MK3GV55,,01/01/2025,12/31/2025,248 FULTON AVE,UNIT 18D,EAST KEVIN,NY,13267,,N,6130549963,371001847
708464740,57934-0LS4VG8VF01T,1022869124,RUMALDO DE BAERGA,,JILL,female,1958-06-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4PN6MK3GV55,,01/01/2026,12/31/2099,2298 WASHINGTON LN,UNIT 8D,AMYCHESTER,NY,13210,,N,6130549963,371001847
708464740,57934-0LS4VG8VF01T,1022869124,RUMALDO DE BAERGA,,KRISTIN,female,1958-02-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4PN6MK3GV55,,05/01/2024,10/31/2024,5696 VALLEY BLVD,STE 10G,ROMANBURY,NY,13242,,N,6130549963,371001847
708464740,57934-0LS4VG8VF01T,1022869124,RUMALDO DE BAERGA,,DANIELLE,female,1958-12-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4PN6MK3GV55,,11/01/2024,12/31/2024,6850 OAK LN,STE 20E,SOUTH TAMMY,NY,13239,,N,6130549963,371001847
512534369,57956-9RT5TP2TZ72T,1026327710,MELLON,,SCOTT,male,1938-06-12,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8VE6WT1MT46,,01/01/2026,12/31/2099,1583 ELM DR,,JASONHAVEN,NY,11425,,N,2076540914,462575974
512534369,57956-9RT5TP2TZ72T,1026327710,MELLON,,KEVIN,male,1938-02-02,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8VE6WT1MT46,,06/01/2025,12/31/2025,7822 LINCOLN AVE,,WILLIAMSBURGH,NY,11423,,N,2076540914,462575974
653173516,10074-7CW2V95NT39T,1022869018,REDMAN,J,STEVEN,female,1990-08-10,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,1GY6M43UW55,,01/01/2025,12/31/2025,7650 BROOK ST,STE 4G,BRYANFORT,NY,14607,,N,7519739778,667564993
653173516,10074-7CW2V95NT39T,1022869018,REDMAN,W,JOHN,female,1990-10-21,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,1GY6M43UW55,,01/01/2026,12/31/2099,1106 SUNSET CT,APT 17D,SOUTH ALYSSA,NY,14659,,N,7519739778,667564993
123961683,22808-5Y60TJ2KN78T,1024064308,ESMAIL,H,LINDSAY,male,1949-09-04,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,3C25WN4HN51,,01/01/2025,03/31/2025,7870 JEROME BLVD,APT 20F,WRIGHTMOUTH,NY,11161,,N,3905952515,294068783
123961683,22808-5Y60TJ2KN78T,1024064308,ESMAIL,B,WENDY,male,1949-09-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3C25WN4HN51,,05/01/2024,05/31/2024,8839 MADISON BLVD,STE 17G,WEST ALISON,NY,11134,,N,3905952515,294068783
718169200,11100-4R23VW1LR96T,1024801523,IVES,,SEAN,female,1959-07-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9V92MA3NY97,,01/01/2025,02/28/2025,7746 CEDAR AVE,,MYERSBOROUGH,NY,14212,,N,2529610084,684633220
718169200,11100-4R23VW1LR96T,1024801523,IVES,,JENNIFER,female,1959-10-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9V92MA3NY97,,05/01/2024,12/31/2024,281 MADISON RD,,NEW NICOLEPORT,NY,14224,,N,2529610084,684633220
893800049,59399-6JG1L98DZ05T,1024800990,PETTIT,S,JONATHAN,female,1944-07-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1NC2Q67VT14,,05/01/2024,08/31/2024,9412 PINE ST,,PORT TRAVIS,NY,14219,,N,9812793864,891113202
893800049,59399-6JG1L98DZ05T,1024800990,PETTIT,J,TIFFANY,female,1944-02-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1NC2Q67VT14,,09/01/2024,12/31/2024,8732 VALLEY PL,,WEST ELIZABETH,NY,14277,,N,9812793864,891113202
836119159,78713-9CV6GC3CG47T,1023187326,NEELY,W,ELIZABETH,female,1983-09-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1GK3DG1XD99,,01/01/2025,02/28/2025,7031 MAPLE LN,,EAST LISAPORT,NY,14271,,N,8606225354,384802848
836119159,78713-9CV6GC3CG47T,1023187326,NEELY,F,TRACY,female,1983-10-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1GK3DG1XD99,,01/01/2026,12/31/2099,9950 SUNSET AVE,,PORT MICHAEL,NY,14280,,N,8606225354,384802848
836119159,78713-9CV6GC3CG47T,1023187326,NEELY,A,LISA,female,1983-02-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1GK3DG1XD99,,03/01/2025,12/31/2025,7363 MAPLE CT,,NEW STEVENMOUTH,NY,14214,,N,8606225354,384802848
836119159,78713-9CV6GC3CG47T,1023187326,NEELY,S,LORI,female,1983-02-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1GK3DG1XD99,,05/01/2024,08/31/2024,7249 TREMONT AVE,,CARLBERG,NY,14234,,N,8606225354,384802848
836119159,78713-9CV6GC3CG47T,1023187326,NEELY,G,JOHN,female,1983-09-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1GK3DG1XD99,,09/01/2024,12/31/2024,8203 MAPLE WAY,,NORTH BENJAMINBOROUGH,NY,14209,,N,8606225354,384802848
849352210,11046-3IU5QR0EP62T,1023187453,HALPIN,P,KELLY,male,1993-03-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9MU3KV7DU09,,01/01/2025,12/31/2025,4988 FULTON DR,,WEST ANTHONY,NY,13287,,N,6130549963,371001847
849352210,11046-3IU5QR0EP62T,1023187453,HALPIN,L,ANGELA,male,1993-08-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9MU3KV7DU09,,01/01/2026,12/31/2099,5509 MILL PL,,WYATTPORT,NY,13255,,N,6130549963,371001847
849352210,11046-3IU5QR0EP62T,1023187453,HALPIN,D,JENNIFER,male,1993-02-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9MU3KV7DU09,,05/01/2024,12/31/2024,9725 ELM AVE,,JERRYSTAD,NY,13213,,N,6130549963,371001847
551700853,47859-3WM3U24ZF38T,1023187237,MICCICHE,C,ASHLEY,female,1959-03-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AA4P35CV74,,01/01/2025,12/31/2025,8080 SUNSET PL,,WEST JERRY,NY,14213,,N,4812033563,752230587
551700853,47859-3WM3U24ZF38T,1023187237,MICCICHE,T,VIRGINIA,female,1959-09-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AA4P35CV74,,01/01/2026,12/31/2099,753 PINE CT,,PORT TERESA,NY,14267,,N,4812033563,752230587
551700853,47859-3WM3U24ZF38T,1023187237,MICCICHE,H,APRIL,female,1959-11-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AA4P35CV74,,05/01/2024,12/31/2024,5053 PELHAM RD,,SILVASIDE,NY,14291,,N,4812033563,752230587
524618790,57689-3CU9CR7VL43T,1024801537,BISCOE III,J,JAY,male,1985-06-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4GU0RV9GQ26,,01/01/2025,12/31/2025,6687 MILL PL,,SHELLYBURGH,NY,14358,,N,2569949560,684633220
524618790,57689-3CU9CR7VL43T,1024801537,BISCOE III,A,SHEILA,male,1985-07-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4GU0RV9GQ26,,01/01/2026,12/31/2099,2446 OAK LN,,PORT RICHARDSTAD,NY,14347,,N,2569949560,684633220
524618790,57689-3CU9CR7VL43T,1024801537,BISCOE III,P,NATHAN,male,1985-11-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4GU0RV9GQ26,,05/01/2024,12/31/2024,9508 OAK CT,,EAST CARLVIEW,NY,14302,,N,2569949560,684633220
686508769,10078-1J38SZ9DG74T,1023187402,HEREDIA PERERA,,KATIE,female,1955-05-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3N46JD3VD84,,01/01/2025,11/30/2025,9136 JEROME DR,,NORTH TERRISHIRE,NY,14222,,N,2305922034,384802848
686508769,10078-1J38SZ9DG74T,1023187402,HEREDIA PERERA,,BENJAMIN,female,1955-01-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3N46JD3VD84,,01/01/2026,12/31/2099,2834 BROADWAY TER,,NOLANTOWN,NY,14230,,N,2305922034,384802848
686508769,10078-1J38SZ9DG74T,1023187402,HEREDIA PERERA,,STEVEN,female,1955-01-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3N46JD3VD84,,05/01/2024,10/31/2024,9342 RIDGE RD,,GOMEZLAND,NY,14288,,N,2305922034,384802848
686508769,10078-1J38SZ9DG74T,1023187402,HEREDIA PERERA,,JAMES,female,1955-11-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3N46JD3VD84,,11/01/2024,12/31/2024,3759 PELHAM RD,,PORT DOUGLASFORT,NY,14236,,N,2305922034,384802848
686508769,10078-1J38SZ9DG74T,1023187402,HEREDIA PERERA,,MAKAYLA,female,1955-02-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3N46JD3VD84,,12/01/2025,12/31/2025,6935 LEXINGTON LN,,MILLERSHIRE,NY,14249,,N,2305922034,384802848
329503281,83641-1IV9QN8TR46T,1023187257,AL HAJ,M,CRAIG,female,1943-10-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9MK9KR8MY26,,05/01/2024,06/30/2024,1178 SUNSET PL,,LAKE AMYLAND,NY,14218,,N,9846601659,667564993
288171337,18078-7T91OJ0TO47T,1020794616,THOMPSON,M,CHRISTIAN,female,1961-08-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1X80EN3ME39,,01/01/2025,12/31/2025,3070 WASHINGTON CT,,HAYESHAVEN,NY,13075,,N,7150493670,371001847
288171337,18078-7T91OJ0TO47T,1020794616,THOMPSON,R,MICHAEL,female,1961-10-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1X80EN3ME39,,01/01/2026,12/31/2099,2302 BROOK AVE,,GRANTCHESTER,NY,13004,,N,7150493670,371001847
288171337,18078-7T91OJ0TO47T,1020794616,THOMPSON,W,ERICA,female,1961-06-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1X80EN3ME39,,05/01/2024,12/31/2024,3498 PINE CT,,EAST JASON,NY,13045,,N,7150493670,371001847
113317924,85719-5ZS4GW3AN39T,1024156390,CARRILLO SANTOS,,DONNA,female,1954-04-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1DN1DA8RN09,,01/01/2025,12/31/2025,1492 HIGHLAND CT,STE 1C,EAST EDWARDTON,NY,13010,,N,6130549963,371001847
113317924,85719-5ZS4GW3AN39T,1024156390,CARRILLO SANTOS,,BENJAMIN,female,1954-03-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1DN1DA8RN09,,01/01/2026,12/31/2099,7353 CHURCH CT,UNIT 4F,NEW WILLIAMPORT,NY,13097,,N,6130549963,371001847
113317924,85719-5ZS4GW3AN39T,1024156390,CARRILLO SANTOS,,DANIEL,female,1954-07-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1DN1DA8RN09,,08/01/2024,08/31/2024,7703 ELM ST,APT 5B,SOUTH STEVEN,NY,13018,,N,5728276646,371001847
113317924,85719-5ZS4GW3AN39T,1024156390,CARRILLO SANTOS,,KARA,female,1954-03-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1DN1DA8RN09,,09/01/2024,12/31/2024,3951 BROOK LN,APT 9B,CARRILLOFORT,NY,13077,,N,6130549963,371001847
168421473,32660-0PJ2T74AG41T,1023222406,BARI,F,SHELBY,male,1959-02-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6TX9W41RD38,,05/01/2024,05/31/2024,1164 BOSTON WAY,,SOUTH JANICEBURGH,NY,11206,,N,6583947195,824292717
403004888,60213-2CL8TT1FH21T,1025453768,RICHARD,A,STEVE,female,1958-05-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2GD9WX5AA41,,04/01/2025,05/31/2025,9905 VALLEY WAY,,LAKE ASHLEYFURT,NY,11288,,N,1455081726,467348246
479602781,56450-2G45F52KT58T,1023187362,LOATMAN,D,KRYSTAL,male,1962-08-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4K23V33HW60,,01/01/2025,02/28/2025,1656 RIDGE DR,APT 17D,EAST JOHNNY,NY,14216,,N,9839144363,667564993
479602781,56450-2G45F52KT58T,1023187362,LOATMAN,A,JOSEPH,male,1962-10-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4K23V33HW60,,01/01/2026,12/31/2099,9162 JEROME ST,APT 2C,EAST RAYMONDVILLE,NY,14294,,N,9839144363,667564993
479602781,56450-2G45F52KT58T,1023187362,LOATMAN,J,ARTHUR,male,1962-01-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4K23V33HW60,,03/01/2025,12/31/2025,7427 MILL DR,STE 1D,SOUTH JOHNPORT,NY,14270,,N,9839144363,667564993
479602781,56450-2G45F52KT58T,1023187362,LOATMAN,G,AMY,male,1962-03-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4K23V33HW60,,05/01/2024,12/31/2024,7094 HIGHLAND TER,STE 2A,DEBBIETON,NY,14278,,N,9839144363,667564993
175838450,62045-7FY9HD6CF07T,1023187304,LOCKHART,,JACLYN,female,1983-04-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3JW7AH1XV62,,05/01/2024,06/30/2024,6895 BROADWAY AVE,,EAST JENNIFERVILLE,NY,14626,,N,8371019836,667564993
174524038,56388-5GX5RT3ML88T,1023187427,AL HEEFIAN,,GREGORY,male,1953-08-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KJ8YX3EQ28,2025-11-26 00:00:00.000,01/01/2025,11/30/2025,2910 MILL AVE,APT 13A,WEST STEVEN,NY,14238,,N,2013092847,384802848
174524038,56388-5GX5RT3ML88T,1023187427,AL HEEFIAN,,ALLISON,male,1953-02-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KJ8YX3EQ28,2025-11-26 00:00:00.000,05/01/2024,12/31/2024,7927 CHURCH LN,UNIT 3E,NIXONFORT,NY,14268,,N,2013092847,384802848
586345241,29361-1FC4NW7TX62T,1023187458,LILLY,,LEE,female,1944-12-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9JG2NA2MG10,,05/01/2024,05/31/2024,9253 BROOK LN,,LAKE MICHAEL,NY,11206,,N,6583947195,824292717
586345241,29361-1FC4NW7TX62T,1023187458,LILLY,,COREY,female,1944-04-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9JG2NA2MG10,,07/01/2024,07/31/2024,4158 MADISON DR,,LAKE RYAN,NY,11238,,N,6583947195,824292717
627060296,82192-1T79N32KM83T,1023187430,NAGI,F,REBECCA,male,1958-06-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5X10N52HH26,,01/01/2025,11/30/2025,4292 CHURCH ST,,LAKE WILLIAM,NY,14335,,N,2013092847,384802848
627060296,82192-1T79N32KM83T,1023187430,NAGI,F,ERIC,male,1958-06-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5X10N52HH26,,02/01/2026,12/31/2099,2481 FLATBUSH TER,,LAKE JUAN,NY,14389,,N,2013092847,384802848
627060296,82192-1T79N32KM83T,1023187430,NAGI,H,KARA,male,1958-03-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5X10N52HH26,,05/01/2024,12/31/2024,1288 LEXINGTON PL,,SOUTH MARY,NY,14317,,N,2013092847,384802848
299121745,11181-9JB7RM6MV96T,1024494779,JAMEAU,,MICHAEL,female,1958-03-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4NF0YQ9EM42,,10/01/2024,10/31/2024,6678 HIGHLAND LN,,NORTH JASONHAVEN,NY,11288,,N,6583947195,824292717
592013124,92745-3J23X85PX21T,1023187451,HUNTER,B,LISA,female,1977-01-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8N33G21YG07,,01/01/2025,07/31/2025,6873 PARK RD,,WEST JUSTINLAND,NY,14275,,N,8237393774,511009662
592013124,92745-3J23X85PX21T,1023187451,HUNTER,F,JOEL,female,1977-04-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8N33G21YG07,,01/01/2026,12/31/2099,2306 BOSTON LN,,LAKE MICHAEL,NY,14207,,N,8237393774,511009662
592013124,92745-3J23X85PX21T,1023187451,HUNTER,G,ANDREA,female,1977-05-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8N33G21YG07,,05/01/2024,12/31/2024,2326 BROADWAY WAY,,BRYANTBURGH,NY,14278,,N,8237393774,511009662
592013124,92745-3J23X85PX21T,1023187451,HUNTER,G,LACEY,female,1977-10-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8N33G21YG07,,08/01/2025,11/30/2025,8206 AMSTERDAM BLVD,,DAVIDHAVEN,NY,14211,,N,8237393774,511009662
