AMISYS NUMBER,MEDICAID NUMBER,FIRST NAME,MIDDLE NAME,LAST NAME,MEMBER DOB,GENDER,MEMBER PHONE NUMBER,MEMBER ADDRESS LINE 1,MEMBER ADDRESS LINE 2,MEMBER CITY,MEMBER STATE,MEMBER ZIP,MPK NAME,ASSIGNED TIN NAME,ASSIGNED TIN,PCP FIRST NAME,PCP MIDDLE NAME,PCP LAST NAME,PCP NPI,PCP SPECIALTY,MEMBER MONTHS,LINE OF BUSINESS,PRODUCT,POPULATION HEALTH CATEGORY,PRIMARY RISK CATEGORY,RISK SCORE,TOTAL PCP CLAIMS,ALL ADMITS,ACUTE ADMITS,OP CLAIMS,ED VISITS,ED TO IP VISITS,SNF ADMITS,INNTWRK SPEC CLAIMS,OUTNTWRK SPEC CLAIMS,TOTAL BRAND RX COUNT,GENERIC RX COUNT,OTH CLAIMS,PREVENTABLE ADMITS,PREVENTABLE ED VISITS,MEMBER ELIG START MONTH,MEMBER MEDICAID START MONTH,MEMBER TYPE,EMAIL_ADDRESS
U3644897005,734209644,DIANA,,LESTER,1989-02-20,F,434-799-5882,9986 HIGHLAND TER,,NEW WILLIAM,IL,62915,ELGIN HEALTHCARE GROUP,ELGIN PRIMARY CARE ASSOCIATES,773093742,FRANCIS,,TREVINO,1959417054,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,202601,202601,,
U8410723683,324083819,ANGELA,,ADAMS,1997-04-02,F,676-529-6004,7655 MILL ST,,SOUTH MICHAELCHESTER,IL,62862,ELGIN HEALTH SERVICES,PEORIA MEDICAL CENTER,773093742,MATHEW,,WISE,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,202601,202601,,delacruzhaley@example.net
U2844175979,836742517,MICHELLE,,COX,1978-12-13,M,435-478-7335,228 BROOK LN,,NEW REBECCA,IL,62273,AURORA HEALTH PARTNERS,ELGIN MEDICAL ASSOCIATES,773093742,PAULA,,WHITE,2394826368,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U8910926199,989146902,EMILY,,ONEILL,1999-05-14,M,662-670-8742,4244 LINCOLN ST,,FINLEYTON,IL,62972,SPRINGFIELD HEALTH SERVICES,WAUKEGAN FAMILY HEALTHCARE CENTER,773093742,CURTIS,,SOLIS,2803214137,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,RHEUMATOLOGY,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,202512,202512,,
U8067836763,928150313,SHAWN,,DOWNS,1999-11-19,F,858-432-8479,990 LAKE TER,,HARRISMOUTH,IL,61871,CICERO HEALTH PARTNERS,ROCKFORD CARE CLINIC,795664483,KIRSTEN,,WHITE,4537433900,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OBSTETRICS - PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U1828652878,767068699,NANCY,,MILLER,2025-02-05,F,268-881-6963,5355 BROOK BLVD,,LAKE ROBERTMOUTH,IL,62887,ELGIN HEALTH SERVICES,AURORA MEDICAL CENTER,773093742,AMBER,,COOLEY,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NEONATAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9879506673,656504766,ANA,,SINGLETON,1986-07-26,F,387-924-9188,1191 ELM WAY,,NEW MICHELLE,IL,62900,WAUKEGAN PRIMARY CARE ASSOCIATES,ROCKFORD INTEGRATED CARE,773093742,BARBARA,,GRANT,2394826368,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U8717354897,708134454,CHRISTOPHER,,ADAMS,1998-08-04,M,401-427-1927,3314 OAK AVE,,SERGIOHAVEN,IL,62205,WAUKEGAN FAMILY HEALTHCARE CENTER,ELGIN SURGICAL SPECIALISTS,773093742,DAVID,,JAMES,2394826368,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5954401651,551860655,ERIC,,MORRISON,1995-10-03,F,867-958-1843,7186 WASHINGTON BLVD,,EAST AMBERLAND,IL,62817,CHICAGO HEALTH PARTNERS,WAUKEGAN INTEGRATED CARE,773093742,CYNTHIA,,MCKENZIE,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U7930326765,349571164,IAN,,COOPER,2021-10-14,M,638-341-8829,4634 CEDAR ST,,NEW BRIANA,IL,62882,AURORA FAMILY MEDICINE,AURORA PHYSICIANS GROUP,773093742,SCOTT,,JENKINS,1838527075,NURSE PRACTITIONERS,2,MEDICAID,SSI KIDS,NOT YET CATEGORIZED,NOT ASSIGNED,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,202601,202601,,
U6192322215,248918791,JORDAN,,SANTOS,2025-10-19,F,650-345-8549,182 HIGHLAND DR,,LAKE TERESASIDE,IL,61196,JOLIET MEDICAL CENTER,PEORIA CARE CLINIC,507138208,DARLENE,,JONES,5072053197,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,NEONATAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
U2560011774,250931069,SHERRI,,JONES,1979-04-07,M,289-265-5029,3636 WACKER LN,,LAKE RICHARDSHIRE,IL,61814,PEORIA INTEGRATED CARE,SPRINGFIELD PHYSICIANS GROUP,795664483,RALPH,,WATTS,4537433900,CLINIC,2,MEDICAID,SSI NON - DUAL,BEHAVIORAL HEALTH ONLY-STABLE,MOOD DISORDER/DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9206384550,747804291,NATHAN,,GREEN,2020-06-08,M,533-851-7550,6902 HIGHLAND CT,,LINVIEW,IL,61816,PEORIA COMMUNITY HEALTH CENTER,JOLIET MEDICAL GROUP,795664483,KAYLA,,SMITH,4537433900,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,INFECTIOUSDISEASE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202512,202512,,
U3872247482,998565277,TIM,,BRADY,1990-11-02,F,807-483-8962,795 CLARK CT,,EAST SARAHBOROUGH,IL,62982,CHICAGO HEALTH SERVICES,WAUKEGAN CARE CLINIC,773093742,LISA,,HAMILTON,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,OBSTETRICS - PREGNANCY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202512,202512,,
U2028426550,778083046,WILLIAM,,SANCHEZ,2014-04-21,F,916-946-2102,1283 WASHINGTON LN,,CHRISTOPHERPORT,IL,62945,CHICAGO MEDICAL ASSOCIATES,WAUKEGAN HEALTHCARE GROUP,773093742,ELIZABETH,,WALTERS,1838527075,NURSE PRACTITIONERS,2,MEDICAID,SSI KIDS,BEHAVIORAL HEALTH ONLY-STABLE,AUTISM & DEVELOPMENTAL DISORDE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202512,202512,,
U8543637813,702285644,KEITH,,GREEN,1994-02-08,M,372-643-8950,4695 HILL DR,,NORTH ARTHURBOROUGH,IL,62941,CHICAGO MEDICAL GROUP,ROCKFORD WELLNESS GROUP,773093742,JENNA,B,GUTIERREZ,9653617583,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,EYEEARNOSETHROAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U8805057088,806025248,RANDALL,,NGUYEN,2000-09-16,F,429-631-6472,1210 PINE BLVD,,NORTH BRENDASIDE,IL,61846,SPRINGFIELD INTEGRATED CARE,CHICAGO PHYSICIANS GROUP,795664483,JACOB,,POWELL,7589981195,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,OBSTETRICS - PREGNANCY,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,202512,202512,,bennettrobert@example.net
U2177391637,890517059,SEAN,,COOK,2007-09-07,F,256-681-4405,1870 LAKE TER,,MILLERLAND,IL,62996,CHICAGO INTEGRATED CARE,WAUKEGAN FAMILY MEDICINE,773093742,ANGEL,,GRAHAM,2803214137,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5811200756,553515843,CHELSEA,,SMITH,2024-01-11,M,448-321-5141,8554 STATE PL,,LAKE MICHAEL,IL,62990,ELGIN MEDICAL ASSOCIATES,AURORA WELLNESS GROUP,773093742,RICHARD,,ANDERSON,2803214137,CLINIC,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,EYEEARNOSETHROAT,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,202512,202512,,
U6763298746,917315740,MARILYN,,MARTINEZ,1992-11-13,F,228-686-5209,3218 HILL BLVD,,WILLIESTAD,IL,60525,JOLIET INTEGRATED CARE,PEORIA CARE CLINIC,795664483,IAN,,YOUNG,7589981195,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,HYPERTENSION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202512,202512,,
U3195348901,995429941,MARIE,,THOMAS,2021-09-05,M,819-985-1129,7781 PINE RD,,VINCENTLAND,IL,62958,WAUKEGAN COMMUNITY HEALTH CENTER,JOLIET INTEGRATED CARE,773093742,GREGORY,,SCHMIDT,2803214137,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DERMATOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U8367483513,362164783,MARIA,,JONES,1997-09-26,F,206-636-9275,3865 MAPLE LN,,WALKERMOUTH,IL,62987,SPRINGFIELD PHYSICIANS GROUP,SPRINGFIELD WELLNESS GROUP,773093742,THERESA,,ANDERSEN,2803214137,CLINIC,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,EYEEARNOSETHROAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U4322315757,302952275,CHRISTOPHER,,WILLIAMSON,2022-12-24,F,455-886-3662,3938 CHURCH AVE,,SOUTH RAY,IL,61808,ROCKFORD PHYSICIANS GROUP,PEORIA MEDICAL GROUP,795664483,BRIAN,,ROBBINS,4537433900,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-STABLE,PULMONOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U6230593075,251793094,KIMBERLY,,MCDANIEL,2019-08-12,F,646-348-1714,5602 OAK RD,,WEST BENJAMINMOUTH,IL,61884,AURORA CARE CLINIC,ROCKFORD COMMUNITY HEALTH CENTER,795664483,SANDRA,,MOORE,4537433900,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5520998013,421501628,ANNA,,BOYD,2025-04-08,M,381-878-2775,5750 PARK RD,,BROWNLAND,IL,62872,NAPERVILLE WELLNESS GROUP,WAUKEGAN CARE CLINIC,773093742,SHERRY,,EVANS,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,ORTHOPEDICS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9189567833,146550622,ASHLEY,,CHOI,2016-06-27,M,940-371-4621,9109 MADISON RD,,SOUTH TERRI,IL,61846,SPRINGFIELD MEDICAL GROUP,CICERO MEDICAL ASSOCIATES,795664483,FRANK,,MORRIS,4537433900,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,INFECTIOUSDISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U7397088284,476985017,CRAIG,,PHILLIPS,2022-06-06,F,223-796-1203,4463 LAKE WAY,,EAST LINDSEY,IL,61816,AURORA MEDICAL CENTER,CICERO HEALTH SERVICES,795664483,CARRIE,,ANDERSON,7589981195,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U7798539357,476573790,WILLIAM,,GARCIA,1975-07-23,M,741-636-2813,3218 SUNSET ST,,WEST JEANETTETOWN,IL,61508,CICERO PRIMARY CARE ASSOCIATES,ROCKFORD CARE CLINIC,741306290,JACLYN,,MONTOYA,3902472292,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,wallen@example.net
U6262044114,716848086,STEPHEN,,MILLER,2010-03-02,M,362-216-9254,9386 PARK BLVD,,MICHAELFORT,IL,61849,CICERO MEDICAL ASSOCIATES,ROCKFORD CARE CLINIC,795664483,KIMBERLY,,AYALA,4537433900,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,OTHER MEDICAL,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,202512,202512,,
U1370058234,157839848,NICHOLAS,,STANTON,1979-03-20,F,758-551-4461,7567 PARK LN,,JENSENTOWN,IL,62866,WAUKEGAN SURGICAL SPECIALISTS,ELGIN SURGICAL SPECIALISTS,773093742,PEGGY,,MUNOZ,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202511,202511,,
U3734533737,660566200,CASEY,,MOYER,2006-11-09,F,263-592-6395,1738 OAK DR,,LAKE SEANBURY,IL,60669,CICERO WELLNESS GROUP,ROCKFORD FAMILY HEALTHCARE CENTER,452480039,DANIEL,,MATTHEWS,5029116172,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-STABLE,DEMOGRAPHICS,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,202512,202512,,
U6316565164,484773774,ASHLEY,,LIU,2004-09-16,F,603-886-4880,8506 CHURCH ST,,SOUTH AARONMOUTH,IL,61860,ROCKFORD FAMILY HEALTHCARE CENTER,ELGIN PRIMARY CARE ASSOCIATES,795664483,ALLISON,,GOULD,7589981195,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9591974804,352066161,HAILEY,,SANCHEZ,2024-05-16,M,435-912-6996,4016 HIGHLAND CT,,SHAWNVIEW,IL,62820,JOLIET MEDICAL ASSOCIATES,SPRINGFIELD PRIMARY CARE ASSOCIATES,773093742,JAMES,,WILLIAMS,1838527075,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U7282893610,509044856,KERRY,,SPENCER,1979-09-04,M,405-590-9650,4150 FOREST LN,,LAKE ANGELACHESTER,IL,62903,JOLIET MEDICAL GROUP,NAPERVILLE HEALTH PARTNERS,773093742,JAMES,,BARRERA,2803214137,CLINIC,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,OTHER MENTAL HEALTH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202512,202512,,
U4670948850,545113203,LAURA,,MEYER,2009-02-06,M,574-919-4260,4046 WACKER AVE,,DOUGLASPORT,IL,62275,JOLIET HEALTHCARE GROUP,NAPERVILLE WELLNESS GROUP,773093742,DENNIS,,GALVAN,2394826368,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U6568984832,214942388,CASSANDRA,,MARQUEZ,2025-09-06,F,243-860-3225,7500 CEDAR PL,,SOUTH SANDRAVILLE,IL,60904,NAPERVILLE MEDICAL ASSOCIATES,WAUKEGAN FAMILY MEDICINE,741306290,SARAH,,HOBBS,7119998075,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NEONATAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U6062868907,500644024,FREDERICK,,JOHNSON,2025-07-19,F,880-465-2256,2407 HALSTED PL,,NEW MICHAEL,IL,61528,PEORIA PRIMARY CARE ASSOCIATES,CHICAGO FAMILY HEALTHCARE CENTER,369979721,SAMANTHA,,NEWMAN,8445497326,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,NEONATAL,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,202510,202510,,
U9215437855,749194422,JAMIE,,KNIGHT,2025-11-19,M,916-915-9826,8729 BROOK LN,,FRANCESVILLE,IL,61543,PEORIA HEALTH PARTNERS,NAPERVILLE FAMILY MEDICINE,369979721,VERONICA,,GARCIA,1436168221,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,NEONATAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
U2381852960,954266935,CRAIG,,HERNANDEZ,2025-04-10,M,642-522-9059,5927 MILL TER,,RANDYSIDE,IL,61886,WAUKEGAN PHYSICIANS GROUP,AURORA FAMILY HEALTHCARE CENTER,795664483,JENNIFER,D,ROSS,6218869617,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NEONATAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
U5060924414,857626347,SAMANTHA,,NIELSEN,2021-12-12,M,342-424-8071,5954 WACKER RD,,EAST LINDSAYBOROUGH,IL,62831,PEORIA HEALTH PARTNERS,ELGIN CARE CLINIC,773093742,MORGAN,,MORGAN,6098958192,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,EYEEARNOSETHROAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5669067062,729424656,CHRISTINE,,HERNANDEZ,2018-02-15,F,500-203-4247,1054 PINE DR,,NORTH DANIEL,IL,62261,CHICAGO MEDICAL CENTER,CICERO INTEGRATED CARE,773093742,SAMUEL,,HILL,2394826368,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U7146773456,198488731,GREGORY,,WILLIAMS,1982-04-19,F,224-941-7288,8827 VALLEY RD,,NORTH JASON,IL,62975,JOLIET MEDICAL GROUP,JOLIET INTEGRATED CARE,773093742,JUAN,,MOLINA,2803214137,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5843920555,636488498,KATHERINE,,LOVE,2001-03-26,M,703-528-1981,3942 HILL PL,,EAST KATHERINE,IL,62971,ELGIN FAMILY MEDICINE,AURORA COMMUNITY HEALTH CENTER,773093742,CYNTHIA,,SMITH,2803214137,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,parkstina@example.org
U1736707269,135479564,KATHLEEN,,LIVINGSTON,2025-03-05,M,833-965-2568,2494 HILL ST,,BALDWINMOUTH,IL,62812,NAPERVILLE INTEGRATED CARE,SPRINGFIELD MEDICAL ASSOCIATES,765625422,AMANDA,H,VALENCIA,9832648374,FAMILY PRACTICE,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NEONATAL,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,202512,202512,,
U9329291419,314242024,ZACHARY,,WILEY,1996-10-08,M,776-915-8409,4888 CHURCH DR,,WEST DAVIDLAND,IL,62982,SPRINGFIELD FAMILY MEDICINE,ROCKFORD WELLNESS GROUP,773093742,JASON,,MYERS,2803214137,CLINIC,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-STABLE,MOOD DISORDER/DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202512,202512,,
U4725589353,341805342,DAWN,,PACHECO,1994-02-15,F,539-526-6202,6476 PINE RD,,SOUTH ANGELACHESTER,IL,62964,ROCKFORD WELLNESS GROUP,CICERO FAMILY HEALTHCARE CENTER,773093742,IAN,,WAGNER,2803214137,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,INFECTIOUSDISEASE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202512,202512,,
U3848819690,244650986,ELIZABETH,,SIMMONS,2012-11-15,F,869-517-1243,8127 CLARK ST,,MARKCHESTER,IL,61877,ROCKFORD HEALTH SERVICES,CHICAGO CARE CLINIC,795664483,CHASE,,WALKER,5692280282,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U3458658574,994274817,THOMAS,,SEXTON,1981-09-14,M,499-700-7286,7300 PINE PL,,EAST CONNIEHAVEN,IL,62878,ELGIN HEALTH SERVICES,WAUKEGAN WELLNESS GROUP,773093742,GLORIA,,LYNCH,2394826368,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,202512,202512,,
U1878748393,123324652,SCOTT,,VARGAS,2023-06-01,M,991-850-8076,6515 HILL WAY,,LAKE JOSEPH,IL,62878,SPRINGFIELD CARE CLINIC,NAPERVILLE PHYSICIANS GROUP,773093742,SARAH,,WALKER,6098958192,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U9473824449,576101743,RYAN,,WILLIAMS,1983-04-19,F,424-804-1714,370 RIVER AVE,,FROSTTOWN,IL,62855,NAPERVILLE FAMILY HEALTHCARE CENTER,CHICAGO COMMUNITY HEALTH CENTER,773093742,MARVIN,,BROCK,6098958192,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,DIABETES,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,202512,202512,,
U4424074433,965787047,NICHOLAS,,LINDSEY,1971-11-09,M,567-906-8126,4655 PINE CT,,JEREMYVIEW,IL,62856,PEORIA WELLNESS GROUP,PEORIA COMMUNITY HEALTH CENTER,773093742,EMILY,,ADAMS,6098958192,CLINIC,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-STABLE,DIABETES,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,202512,202512,,
U6089096904,629852024,LUIS,,ROTH,2010-11-24,M,557-343-6455,5459 MADISON BLVD,,LAKE CHRISTYFURT,IL,61816,NAPERVILLE HEALTHCARE GROUP,NAPERVILLE PHYSICIANS GROUP,795664483,KELSEY,,REED,4537433900,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U8325282705,876981814,RACHAEL,,POWELL,2001-08-12,M,382-602-4199,3038 LAKE CT,,VAZQUEZBURY,IL,62929,SPRINGFIELD PRIMARY CARE ASSOCIATES,PEORIA SURGICAL SPECIALISTS,773093742,BRIANNA,,BRIDGES,7579471288,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U1801891193,993301807,TIMOTHY,,MORENO,2018-11-21,M,579-808-1845,2017 ELM DR,,EAST SAMUEL,IL,61842,SPRINGFIELD PHYSICIANS GROUP,JOLIET PHYSICIANS GROUP,795664483,DANIEL,,KIM,4537433900,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DERMATOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9138794739,936271461,MICHAEL,,HORTON,1996-01-11,F,484-405-5486,2776 CHURCH RD,,NEW DENISESHIRE,IL,60096,ROCKFORD FAMILY HEALTHCARE CENTER,CICERO FAMILY MEDICINE,741306290,STEVEN,R,DOWNS,7114551042,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OBSTETRICS - PREGNANCY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,202512,202512,,cherrytodd@example.org
U1017205934,873829065,KEVIN,,MOORE,1985-06-16,M,335-229-8605,9339 LAKE TER,,ROGERSBERG,IL,61836,CHICAGO PRIMARY CARE ASSOCIATES,SPRINGFIELD FAMILY MEDICINE,795664483,ANDREA,,WILLIAMS,4537433900,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U8855358315,784873874,CHEYENNE,,MARTIN,2020-12-22,M,557-655-8724,7905 CHURCH CT,,SUZANNETOWN,IL,61805,CHICAGO HEALTH PARTNERS,PEORIA HEALTHCARE GROUP,795664483,TAMARA,,LANE,4537433900,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U5295683358,782940088,DEBORAH,,ZIMMERMAN,1992-08-24,M,603-598-2195,4888 RIVER WAY,,BILLYBURY,IL,62922,SPRINGFIELD CARE CLINIC,CICERO FAMILY MEDICINE,773093742,BRANDON,,STEVENSON,2803214137,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U2273297058,482474307,JEANETTE,,WEST,1968-08-25,F,451-201-4688,1201 MADISON BLVD,,SOUTH VANESSAHAVEN,IL,60976,ELGIN MEDICAL CENTER,ROCKFORD FAMILY HEALTHCARE CENTER,741306290,MIRANDA,,ROSE,7119998075,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,GYNECOLOGY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202512,202512,,
U2684694545,112154442,DANIELLE,,BROWN,2025-10-03,F,217-616-1095,6419 MILL TER,,NEW CHRISTOPHER,IL,60540,AURORA WELLNESS GROUP,SPRINGFIELD INTEGRATED CARE,795664483,JERRY,,WEBB,7589981195,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,NEONATAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U1890091773,777003380,KEVIN,,CONRAD,2025-08-10,M,308-806-6214,1471 SUNSET LN,,SOUTH VANESSA,IL,62902,SPRINGFIELD SURGICAL SPECIALISTS,ELGIN MEDICAL CENTER,773093742,MEAGAN,,MOLINA,9420241029,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,NEONATAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
